Priority,Syslog_Timestamp,Hostname,Process,Client_IP,Proxy_IP,Port,Domain,Remote_User,Auth_User,HTTP_Access_Time,Request_Method,Request_Path,Protocol,Status_Code,Response_Size,Response_Time,Referrer,User_Agent
150,Jan 28 09:01:23,servernameabc,httpd[9257],192.168.1.42,10.0.0.7,33226,abc.example.net,-,-,28/Jan/2026:09:01:23 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,76481,23,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:01:25,servernameabc,httpd[7222],192.168.1.4,10.0.0.5,10597,abc.example.net,-,-,28/Jan/2026:09:01:25 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,40304,42,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:01:27,servernameabc,httpd[6772],192.168.1.4,10.0.0.3,52789,abc.example.net,-,-,28/Jan/2026:09:01:27 +0530,DELETE,/../../../../etc/shadow,HTTP/1.1,403,771697,4492,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:01:27,servernameabc,httpd[1293],192.168.1.12,10.0.0.3,11848,abc.example.net,-,-,28/Jan/2026:09:01:27 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,71591,35,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:01:30,servernameabc,httpd[3520],192.168.1.3,10.0.0.6,12545,abc.example.net,-,-,28/Jan/2026:09:01:30 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,64724,37,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:01:32,servernameabc,httpd[8055],192.168.1.40,10.0.0.10,22578,abc.example.net,-,-,28/Jan/2026:09:01:32 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,38130,35,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:01:34,servernameabc,httpd[1892],192.168.1.38,10.0.0.3,58175,abc.example.net,-,-,28/Jan/2026:09:01:34 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,60315,33,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:01:35,servernameabc,httpd[6668],192.168.1.3,10.0.0.2,57790,abc.example.net,-,-,28/Jan/2026:09:01:35 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,50913,47,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:01:38,servernameabc,httpd[1341],192.168.1.22,10.0.0.7,17703,abc.example.net,-,-,28/Jan/2026:09:01:38 +0530,POST,/admin/login.php,HTTP/1.1,403,584827,1628,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,curl/7.68.0
150,Jan 28 09:01:38,servernameabc,httpd[9114],192.168.1.47,10.0.0.10,16778,abc.example.net,-,-,28/Jan/2026:09:01:38 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,20798,50,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:01:40,servernameabc,httpd[8755],192.168.1.33,10.0.0.6,24355,abc.example.net,-,-,28/Jan/2026:09:01:40 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,83768,15,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:01:43,servernameabc,httpd[1180],192.168.1.25,10.0.0.4,23577,abc.example.net,-,-,28/Jan/2026:09:01:43 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,77250,15,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:01:45,servernameabc,httpd[1179],192.168.1.32,10.0.0.4,16309,abc.example.net,-,-,28/Jan/2026:09:01:45 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,44025,46,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:01:48,servernameabc,httpd[1181],192.168.1.8,10.0.0.10,49247,abc.example.net,-,-,28/Jan/2026:09:01:48 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,51927,40,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:01:49,servernameabc,httpd[7662],192.168.1.36,10.0.0.8,52496,abc.example.net,-,-,28/Jan/2026:09:01:49 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,80990,34,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:01:50,servernameabc,httpd[4509],192.168.1.13,10.0.0.5,18276,abc.example.net,-,-,28/Jan/2026:09:01:50 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,69250,18,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:01:51,servernameabc,httpd[8813],192.168.1.34,10.0.0.8,17049,abc.example.net,-,-,28/Jan/2026:09:01:51 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,23468,24,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:01:54,servernameabc,httpd[7443],192.168.1.12,10.0.0.4,59911,abc.example.net,-,-,28/Jan/2026:09:01:54 +0530,DELETE,/config/.env,HTTP/1.1,500,1878011,3294,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,python-requests/2.28.1
150,Jan 28 09:01:54,servernameabc,httpd[9188],192.168.1.14,10.0.0.5,58473,abc.example.net,-,-,28/Jan/2026:09:01:54 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,72153,19,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:01:55,servernameabc,httpd[4826],192.168.1.17,10.0.0.8,42958,abc.example.net,-,-,28/Jan/2026:09:01:55 +0530,DELETE,/etc/passwd,HTTP/1.1,403,1839512,4202,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,python-requests/2.28.1
150,Jan 28 09:01:55,servernameabc,httpd[4629],192.168.1.10,10.0.0.2,17325,abc.example.net,-,-,28/Jan/2026:09:01:55 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,39626,42,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:01:56,servernameabc,httpd[6517],192.168.1.10,10.0.0.2,59534,abc.example.net,-,-,28/Jan/2026:09:01:56 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,49037,47,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:01:57,servernameabc,httpd[8041],192.168.1.27,10.0.0.8,53557,abc.example.net,-,-,28/Jan/2026:09:01:57 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,46166,20,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:02:00,servernameabc,httpd[6434],192.168.1.39,10.0.0.10,33145,abc.example.net,-,-,28/Jan/2026:09:02:00 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,24043,38,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:02,servernameabc,httpd[2658],192.168.1.39,10.0.0.2,41928,abc.example.net,-,-,28/Jan/2026:09:02:02 +0530,POST,/config/.env,HTTP/1.1,500,1448218,1802,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:02:02,servernameabc,httpd[6104],192.168.1.46,10.0.0.4,37471,abc.example.net,-,-,28/Jan/2026:09:02:02 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,73435,36,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:02:05,servernameabc,httpd[5380],192.168.1.26,10.0.0.10,40845,abc.example.net,-,-,28/Jan/2026:09:02:05 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,70144,17,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:02:08,servernameabc,httpd[8953],192.168.1.28,10.0.0.10,31564,abc.example.net,-,-,28/Jan/2026:09:02:08 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,88439,42,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:10,servernameabc,httpd[7653],192.168.1.22,10.0.0.5,34672,abc.example.net,-,-,28/Jan/2026:09:02:10 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,30781,32,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:11,servernameabc,httpd[1252],192.168.1.36,10.0.0.5,53830,abc.example.net,-,-,28/Jan/2026:09:02:11 +0530,POST,/admin/login.php,HTTP/1.1,404,1877250,4694,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,python-requests/2.28.1
150,Jan 28 09:02:11,servernameabc,httpd[2285],192.168.1.11,10.0.0.3,23025,abc.example.net,-,-,28/Jan/2026:09:02:11 +0530,POST,/admin/login.php,HTTP/1.1,403,1925856,812,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:02:11,servernameabc,httpd[5163],192.168.1.42,10.0.0.10,49402,abc.example.net,-,-,28/Jan/2026:09:02:11 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,67926,18,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:02:14,servernameabc,httpd[6152],192.168.1.9,10.0.0.7,44652,abc.example.net,-,-,28/Jan/2026:09:02:14 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,39128,26,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:16,servernameabc,httpd[8799],192.168.1.13,10.0.0.7,26733,abc.example.net,-,-,28/Jan/2026:09:02:16 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,27131,49,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:02:18,servernameabc,httpd[2349],192.168.1.4,10.0.0.4,37604,abc.example.net,-,-,28/Jan/2026:09:02:18 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,67642,14,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:19,servernameabc,httpd[6970],192.168.1.47,10.0.0.2,10948,abc.example.net,-,-,28/Jan/2026:09:02:19 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,51360,25,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:02:20,servernameabc,httpd[8143],192.168.1.39,10.0.0.3,26835,abc.example.net,-,-,28/Jan/2026:09:02:20 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,50343,24,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:22,servernameabc,httpd[1291],192.168.1.5,10.0.0.1,46433,abc.example.net,-,-,28/Jan/2026:09:02:22 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,53561,34,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:25,servernameabc,httpd[3468],192.168.1.42,10.0.0.10,47825,abc.example.net,-,-,28/Jan/2026:09:02:25 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,76825,10,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:02:26,servernameabc,httpd[1142],192.168.1.37,10.0.0.9,54118,abc.example.net,-,-,28/Jan/2026:09:02:26 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,66218,46,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:29,servernameabc,httpd[6961],192.168.1.5,10.0.0.3,13473,abc.example.net,-,-,28/Jan/2026:09:02:29 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,26519,16,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:31,servernameabc,httpd[6567],192.168.1.30,10.0.0.5,40514,abc.example.net,-,-,28/Jan/2026:09:02:31 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,52736,25,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:02:33,servernameabc,httpd[9164],192.168.1.20,10.0.0.9,29357,abc.example.net,-,-,28/Jan/2026:09:02:33 +0530,DELETE,/../../../../etc/shadow,HTTP/1.1,403,634920,1803,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:02:33,servernameabc,httpd[5806],192.168.1.4,10.0.0.10,31740,abc.example.net,-,-,28/Jan/2026:09:02:33 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,85202,10,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:35,servernameabc,httpd[1681],192.168.1.12,10.0.0.6,48921,abc.example.net,-,-,28/Jan/2026:09:02:35 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,60185,37,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:37,servernameabc,httpd[4836],192.168.1.19,10.0.0.1,54934,abc.example.net,-,-,28/Jan/2026:09:02:37 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,26584,18,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:40,servernameabc,httpd[3965],192.168.1.1,10.0.0.3,51041,abc.example.net,-,-,28/Jan/2026:09:02:40 +0530,POST,/../../../../etc/shadow,HTTP/1.1,404,872306,2940,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,curl/7.68.0
150,Jan 28 09:02:40,servernameabc,httpd[8065],192.168.1.46,10.0.0.3,20757,abc.example.net,-,-,28/Jan/2026:09:02:40 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,69632,15,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:41,servernameabc,httpd[3249],192.168.1.2,10.0.0.5,49019,abc.example.net,-,-,28/Jan/2026:09:02:41 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,33010,23,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:43,servernameabc,httpd[7075],192.168.1.49,10.0.0.9,12034,abc.example.net,-,-,28/Jan/2026:09:02:43 +0530,POST,/etc/passwd,HTTP/1.1,403,1465106,3116,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:02:43,servernameabc,httpd[8687],192.168.1.18,10.0.0.5,40372,abc.example.net,-,-,28/Jan/2026:09:02:43 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,58016,33,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:46,servernameabc,httpd[6275],192.168.1.47,10.0.0.9,11665,abc.example.net,-,-,28/Jan/2026:09:02:46 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,62992,37,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:49,servernameabc,httpd[4741],192.168.1.2,10.0.0.10,23219,abc.example.net,-,-,28/Jan/2026:09:02:49 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,76718,38,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:50,servernameabc,httpd[3443],192.168.1.48,10.0.0.5,24649,abc.example.net,-,-,28/Jan/2026:09:02:50 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,32190,23,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:02:52,servernameabc,httpd[8529],192.168.1.23,10.0.0.10,10956,abc.example.net,-,-,28/Jan/2026:09:02:52 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,32308,41,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:02:55,servernameabc,httpd[6962],192.168.1.5,10.0.0.2,51919,abc.example.net,-,-,28/Jan/2026:09:02:55 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,54378,19,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:02:56,servernameabc,httpd[6260],192.168.1.23,10.0.0.4,48254,abc.example.net,-,-,28/Jan/2026:09:02:56 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,34353,14,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:57,servernameabc,httpd[3498],192.168.1.43,10.0.0.9,47605,abc.example.net,-,-,28/Jan/2026:09:02:57 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,75828,16,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:02:58,servernameabc,httpd[2298],192.168.1.30,10.0.0.4,40897,abc.example.net,-,-,28/Jan/2026:09:02:58 +0530,POST,/wp-admin/install.php,HTTP/1.1,404,908670,964,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,python-requests/2.28.1
150,Jan 28 09:02:58,servernameabc,httpd[2020],192.168.1.29,10.0.0.1,38195,abc.example.net,-,-,28/Jan/2026:09:02:58 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,60049,28,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:03:01,servernameabc,httpd[8296],192.168.1.25,10.0.0.2,34569,abc.example.net,-,-,28/Jan/2026:09:03:01 +0530,PUT,/wp-admin/install.php,HTTP/1.1,403,1456948,2455,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,python-requests/2.28.1
150,Jan 28 09:03:01,servernameabc,httpd[6025],192.168.1.26,10.0.0.5,34238,abc.example.net,-,-,28/Jan/2026:09:03:01 +0530,PUT,/etc/passwd,HTTP/1.1,500,595691,525,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:03:01,servernameabc,httpd[8824],192.168.1.17,10.0.0.7,58016,abc.example.net,-,-,28/Jan/2026:09:03:01 +0530,POST,/config/.env,HTTP/1.1,404,1903121,3387,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:03:01,servernameabc,httpd[6898],192.168.1.17,10.0.0.8,15676,abc.example.net,-,-,28/Jan/2026:09:03:01 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,30519,43,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:03:04,servernameabc,httpd[5324],192.168.1.1,10.0.0.1,44408,abc.example.net,-,-,28/Jan/2026:09:03:04 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,25749,50,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:03:07,servernameabc,httpd[3552],192.168.1.8,10.0.0.3,27954,abc.example.net,-,-,28/Jan/2026:09:03:07 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,79311,46,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:08,servernameabc,httpd[4728],192.168.1.46,10.0.0.10,56453,abc.example.net,-,-,28/Jan/2026:09:03:08 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,51318,50,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:03:10,servernameabc,httpd[9453],192.168.1.35,10.0.0.10,49658,abc.example.net,-,-,28/Jan/2026:09:03:10 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,27398,11,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:12,servernameabc,httpd[7526],192.168.1.29,10.0.0.10,25978,abc.example.net,-,-,28/Jan/2026:09:03:12 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,71996,38,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:03:14,servernameabc,httpd[5556],192.168.1.47,10.0.0.7,55836,abc.example.net,-,-,28/Jan/2026:09:03:14 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,37622,45,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:16,servernameabc,httpd[4547],192.168.1.45,10.0.0.5,59608,abc.example.net,-,-,28/Jan/2026:09:03:16 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,41484,10,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:19,servernameabc,httpd[4179],192.168.1.5,10.0.0.5,11145,abc.example.net,-,-,28/Jan/2026:09:03:19 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,84283,48,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:22,servernameabc,httpd[6567],192.168.1.33,10.0.0.2,24220,abc.example.net,-,-,28/Jan/2026:09:03:22 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,86417,36,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:24,servernameabc,httpd[3603],192.168.1.25,10.0.0.3,16705,abc.example.net,-,-,28/Jan/2026:09:03:24 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,53323,50,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:03:27,servernameabc,httpd[9734],192.168.1.2,10.0.0.10,32247,abc.example.net,-,-,28/Jan/2026:09:03:27 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,76687,25,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
